,href,title,verse,id
46,https://rustih.ru/osip-mandelshtam-ne-verya-voskresenya-chudu/,Не веря воскресенья чуду,"
Не веря воскресенья чуду,
На кладбище гуляли мы.
— Ты знаешь, мне земля повсюду
Напоминает те холмы
_________________________
Где обрывается Россия
Над морем чёрным и глухим.
От монастырских косогоров
Широкий убегает луг.
Мне от владимирских просторов
Так не хотелося на юг,
Но в этой темной, деревянной
И юродивой слободе
С такой монашкою туманной
Остаться — значит быть беде.
Целую локоть загорелый
И лба кусочек восковой.
Я знаю — он остался белый
Под смуглой прядью золотой.
Целую кисть, где от браслета
Еще белеет полоса.
Тавриды пламенное лето
Творит такие чудеса.
Как скоро ты смуглянкой стала
И к Спасу бедному пришла,
Не отрываясь целовала,
А гордою в Москве была.
Нам остается только имя:
Чудесный звук, на долгий срок.
Прими ж ладонями моими
Пересыпаемый песок. ",47
47,https://rustih.ru/osip-mandelshtam-na-strashnoj-vysote-bluzhdayushhij-ogon/,На страшной высоте блуждающий огонь,"
На страшной высоте блуждающий огонь!
Но разве так звезда мерцает?
Прозрачная звезда, блуждающий огонь,-
Твой брат, Петрополь, умирает!
На страшной высоте земные сны горят,
Зеленая звезда летает.
О, если ты звезда,- воды и неба брат,-
Твой брат, Петрополь, умирает!
Чудовищный корабль на страшной высоте
Несется, крылья расправляет…
Зеленая звезда,- в прекрасной нищете
Твой брат, Петрополь, умирает.
Прозрачная весна над черною Невой
Сломалась, воск бессмертья тает…
О, если ты звезда,- Петрополь, город твой,
Твой брат, Петрополь, умирает! ",48
48,https://rustih.ru/osip-mandelshtam-na-rozvalnyax-ulozhennyx-solomoj/,"На розвальнях, уложенных соломой","
На розвальнях, уложенных соломой,
Едва прикрытые рогожей роковой,
От Воробьевых гор до церковки знакомой
Мы ехали огромною Москвой.
А в Угличе играют дети в бабки
И пахнет хлеб, оставленный в печи.
По улицам меня везут без шапки,
И теплятся в часовне три свечи.
Не три свечи горели, а три встречи —
Одну из них сам Бог благословил,
Четвертой не бывать, а Рим далече —
И никогда он Рима не любил.
Ныряли сани в черные ухабы,
И возвращался с гульбища народ.
Худые мужики и злые бабы
Переминались у ворот.
Сырая даль от птичьих стай чернела,
И связанные руки затекли;
Царевича везут, немеет страшно тело —
И рыжую солому подожгли. ",49
49,https://rustih.ru/osip-mandelshtam-na-menya-nacelilas-grusha-da-cheremuxa/,На меня нацелилась груша да черемуха,"
На меня нацелилась груша да черемуха —
Силою рассыпчатой бьет меня без промаха.
Кисти вместе с звездами, звезды вместе с кистями, —
Что за двоевластье там? В чьем соцветьи истина?
С цвету ли, с размаха ли бьет воздушно-целыми
В воздух убиваемый кистенями белыми.
И двойного запаха сладость неуживчива:
Борется и тянется — смешана, обрывчива. ",50
50,https://rustih.ru/osip-mandelshtam-na-bledno-goluboj-emali/,На бледно-голубой эмали,"
На бледно-голубой эмали,
Какая мыслима в апреле,
Березы ветви поднимали
И незаметно вечерели.
Узор отточенный и мелкий,
Застыла тоненькая сетка,
Как на фарфоровой тарелке
Рисунок, вычерченный метко,-
Когда его художник милый
Выводит на стеклянной тверди,
В сознании минутной силы,
В забвении печальной смерти. ",51
51,https://rustih.ru/osip-mandelshtam-besshumnoe-vereteno/,Бесшумное веретено,"
Бесшумное веретено
Отпущено моей рукою.
И — мною ли оживлено —
Переливается оно
Безостановочной волною —
Веретено.
Все одинаково темно;
Все в мире переплетено
Моею собственной рукою;
И, непрерывно и одно,
Обуреваемое мною
Остановить мне не дано —
Веретено. ",52
52,https://rustih.ru/osip-mandelshtam-my-s-toboj-na-kuxne-posidim/,Мы с тобой на кухне посидим,"
Мы с тобой на кухне посидим,
Сладко пахнет белый керосин;
Острый нож да хлеба каравай…
Хочешь, примус туго накачай,
А не то веревок собери
Завязать корзину до зари,
Чтобы нам уехать на вокзал,
Где бы нас никто не отыскал.
",53
53,https://rustih.ru/osip-mandelshtam-my-zhivem-pod-soboyu-ne-chuya-strany/,"Мы живем, под собою не чуя страны","
Мы живем, под собою не чуя страны,
Наши речи за десять шагов не слышны,
А где хватит на полразговорца,
Там припомнят кремлёвского горца.
Его толстые пальцы, как черви, жирны,
А слова, как пудовые гири, верны,
Тараканьи смеются усища,
И сияют его голенища.
А вокруг него сброд тонкошеих вождей,
Он играет услугами полулюдей.
Кто свистит, кто мяучит, кто хнычет,
Он один лишь бабачит и тычет,
Как подкову, кует за указом указ:
Кому в пах, кому в лоб, кому в бровь, кому в глаз.
Что ни казнь у него — то малина
И широкая грудь осетина. ",54
54,https://rustih.ru/osip-mandelshtam-moj-tixij-son-moj-son-ezheminutnyj/,"Мой тихий сон, мой сон ежеминутный","
Мой тихий сон, мой сон ежеминутный —
Невидимый, завороженный лес,
Где носится какой-то шорох смутный,
Как дивный шелест шелковых завес.
В безумных встречах и туманных спорах,
На перекрестке удивленных глаз
Невидимый и непонятный шорох,
Под пеплом вспыхнул и уже погас.
И как туманом одевает лица,
И слово замирает на устах,
И кажется — испуганная птица
Метнулась в вечереющих кустах. ",55
55,https://rustih.ru/osip-mandelshtam-morozhenno-solnce-vozdushnyj-biskvit/,"Мороженно, Солнце, Воздушный бисквит","
«Мороженно!» Солнце. Воздушный бисквит.
Прозрачный стакан с ледяною водою.
И в мир шоколада с румяной зарею,
В молочные Альпы, мечтанье летит.
Но, ложечкой звякнув, умильно глядеть —
И в тесной беседке, средь пыльных акаций,
Принять благосклонно от булочных граций
В затейливой чашечке хрупкую снедь…
Подруга шарманки, появится вдруг
Бродячего ледника пестрая крышка —
И с жадным вниманием смотрит мальчишка
В чудесного холода полный сундук.
И боги не ведают — что он возьмет:
Алмазные сливки иль вафлю с начинкой?
Но быстро исчезнет под тонкой лучинкой,
Сверкая на солнце, божественный лёд. ",56
56,https://rustih.ru/osip-mandelshtam-mne-xolodno-prozrachnaya-vesna/,"Мне холодно, Прозрачная весна","
Мне холодно. Прозрачная весна
В зеленый пух Петрополь одевает,
Но, как медуза, невская волна
Мне отвращенье легкое внушает.
По набережной северной реки
Автомобилей мчатся светляки,
Летят стрекозы и жуки стальные,
Мерцают звезд булавки золотые,
Но никакие звезды не убьют
Морской воды тяжелый изумруд. ",57
57,https://rustih.ru/osip-mandelshtam-mne-tiflis-gorbatyj-snitsya/,Мне Тифлис горбатый снится,"
Мне Тифлис горбатый снится,
Сазандарей стон звенит,
На мосту народ толпится,
Вся ковровая столица,
А внизу Кура шумит.
Над Курою есть духаны,
Где вино и милый плов,
И духанщик там румяный
Подает гостям стаканы
И служить тебе готов.
Кахетинское густое
Хорошо в подвале пить,—
Там в прохладе, там в покое
Пейте вдоволь, пейте двое,—
Одному не надо пить!
В самом маленьком духане
Ты обманщика найдешь,
Если спросишь «Телиане» —
Поплывет Тифлис в тумане,
Ты в бутылке поплывешь.
Человек бывает старым,
А барашек молодым,
И под месяцем поджарым
С розоватым винным паром
Полетит шашлычный дым… ",58
58,https://rustih.ru/osip-mandelshtam-medlitelnee-snezhnyj-ulej/,Медлительнее снежный улей,"
Медлительнее снежный улей,
Прозрачнее окна хрусталь,
И бирюзовая вуаль
Небрежно брошена на стуле.
Ткань, опьяненная собой,
Изнеженная лаской света,
Она испытывает лето,
Как бы не тронута зимой;
И, если в ледяных алмазах
Струится вечности мороз,
Здесь — трепетание стрекоз
Быстроживущих, синеглазых. ",59
59,https://rustih.ru/osip-mandelshtam-meganom/,Меганом,"
Еще далеко асфоделей
Прозрачно-серая весна.
Пока еще на самом деле
Шуршит песок, кипит волна.
Но здесь душа моя вступает,
Как Персефона, в легкий круг,
И в царстве мертвых не бывает
Прелестных загорелых рук.
Зачем же лодке доверяем
Мы тяжесть урны гробовой
И праздник черных роз свершаем
Над аметистовой водой?
Туда душа моя стремится,
За мыс туманный Меганом,
И черный парус возвратится
Оттуда после похорон.
Как быстро тучи пробегают
Неосвещенною грядой,
И хлопья черных роз летают
Под этой ветряной луной.
И, птица смерти и рыданья,
Влачится траурной каймой
Огромный флаг воспоминанья
За кипарисною кормой.
И раскрывается с шуршаньем
Печальный веер прошлых лет, —
Туда, где с темным содроганьем
В песок зарылся амулет,
Туда душа моя стремится,
За мыс туманный Меганом,
И черный парус возвратится
Оттуда после похорон! ",60
60,https://rustih.ru/osip-mandelshtam-lyublyu-moroznoe-dyxane/,Люблю морозное дыханье,"
Люблю морозное дыханье
И пара зимнего признанье:
Я — это явь, явь — это явь! 
И мальчик, красный, как фонарик,
Своих салазок государик
И заправила, мчится вплавь. 
И я — в размолвке с миром, с волей —
Заразе саночек мирволю
В сребристых скобках, в бахромах, — 
И век бы падал векши легче,
И легче векши в мягкой речке, —
Полнеба в валенках, в ногах! ",61
61,https://rustih.ru/osip-mandelshtam-masterica-vinovatyx-vzorov/,Мастерица виноватых взоров,"
Мастерица виноватых взоров,
Маленьких держательница плеч!
Усмирен мужской опасный норов,
Не звучит утопленница-речь.
Ходят рыбы, рдея плавниками,
Раздувая жабры: на, возьми!
Их, бесшумно охающих ртами,
Полухлебом плоти накорми.
Мы не рыбы красно-золотые,
Наш обычай сестринский таков:
В теплом теле ребрышки худые
И напрасный влажный блеск зрачков.
Маком бровки мечен путь опасный…
Что же мне, как янычару, люб
Этот крошечный, летуче-красный,
Этот жалкий полумесяц губ?..
Не серчай, турчанка дорогая:
Я с тобой в глухой мешок зашьюсь,
Твои речи тёмные глотая,
За тебя кривой воды напьюсь.
Ты, Мария,- гибнущим подмога,
Надо смерть предупредить — уснуть.
Я стою у твердого порога.
Уходи, уйди, еще побудь. ",62
62,https://rustih.ru/osip-mandelshtam-bessonnica-gomer-tugie-parusa/,"Бессонница, Гомер, Тугие паруса","
Бессонница. Гомер. Тугие паруса.
Я список кораблей прочел до середины:
Сей длинный выводок, сей поезд журавлиный,
Что над Элладою когда-то поднялся.
Как журавлиный клин в чужие рубежи,-
На головах царей божественная пена,-
Куда плывете вы? Когда бы не Елена,
Что Троя вам одна, ахейские мужи?
И море, и Гомер — всё движется любовью.
Кого же слушать мне? И вот Гомер молчит,
И море черное, витийствуя, шумит
И с тяжким грохотом подходит к изголовью. ",63
63,https://rustih.ru/osip-mandelshtam-kogda-udar-s-udarami-vstrechaetsya/,Когда удар с ударами встречается,"
Когда удар с ударами встречается
И надо мною роковой,
Неутомимый маятник качается
И хочет быть моей судьбой,
Торопится, и грубо остановится,
И упадет веретено —
И невозможно встретиться, условиться,
И уклониться не дано.
Узоры острые переплетаются,
И, все быстрее и быстрей,
Отравленные дротики взвиваются
В руках отважных дикарей… ",64
64,https://rustih.ru/osip-mandelshtam-mozhet-byt-ne-xvatit-mne-svechi/,"Может быть, не хватит мне свечи","
Кто знает! Может быть, не хватит мне свечи —
И среди бела дня останусь я в ночи;
И, зернами дыша рассыпанного мака,
На голову мою надену митру мрака:
Как поздний патриарх в разрушенной Москве,
Неосвещенный мир неся на голове —
Чреватый слепотой и муками раздора;
Как Тихон, ставленник последнего собора… ",65
65,https://rustih.ru/osip-mandelshtam-kuda-kak-strashno-nam-s-toboj/,Куда как страшно нам с тобой,"
Куда как страшно нам с тобой,
Товарищ большеротый мой!
Ох, как крошится наш табак,
Щелкунчик, дружок, дурак!
А мог бы жизнь просвистать скворцом,
Заесть ореховым пирогом…
Да, видно, нельзя никак. ",66
66,https://rustih.ru/osip-mandelshtam-chuzhogo-neba-volshebstvo/,Чужого неба волшебство,"
Когда на площадях и в тишине келейной
Мы сходим медленно с ума,
Холодного и чистого рейнвейна
Предложит нам жестокая зима.
В серебряном ведре нам предлагает стужа
Валгаллы белое вино,
И светлый образ северного мужа
Напоминает нам оно.
Но северные скальды грубы,
Не знают радостей игры,
И северным дружинам любы
Янтарь, пожары и пиры.
Им только снится воздух юга —
Чужого неба волшебство,—
И все-таки упрямая подруга
Откажется попробовать его. ",67
67,https://rustih.ru/osip-mandelshtam-kogda-mozaik-niknut-travy/,Когда мозаик никнут травы,"
Когда мозаик никнут травы
И церковь гулкая пуста,
Я в темноте, как змей лукавый,
Влачусь к подножию креста.
Я пью монашескую нежность
В сосредоточенных сердцах,
Как кипариса безнадежность
В неумолимых высотах.
Люблю изогнутые брови
И краску на лице святых,
И пятна золота и крови
На теле статуй восковых.
Быть может, только призрак плоти
Обманывает нас в мечтах,
Просвечивает меж лохмотий,
И дышит в роковых страстях. ",68
68,https://rustih.ru/osip-mandelshtam-kogda-v-tyoploj-nochi-zamiraet/,Когда в тёплой ночи замирает,"
Когда в тёплой ночи замирает
Лихорадочный Форум Москвы
И театров широкие зевы
Возвращают толпу площадям —
Протекает по улицам пышным
Оживленье ночных похорон;
Льются мрачно-веселые толпы
Из каких-то божественных недр.
Это солнце ночное хоронит
Возбужденная играми чернь,
Возвращаясь с полночного пира
Под глухие удары копыт,
И, как новый встает Геркуланум,
Спящий город в сияньи луны:
И убогого рынка лачуги,
И могучий дорический ствол! ",69
69,https://rustih.ru/osip-mandelshtam-kassandre/,Кассандре,"
Я не искал в цветущие мгновенья
Твоих, Кассандра, губ, твоих, Кассандра, глаз,
Но в декабре торжественного бденья
Воспоминанья мучат нас.
И в декабре семнадцатого года
Всё потеряли мы, любя;
Один ограблен волею народа,
Другой ограбил сам себя…
Когда-нибудь в столице шалой
На скифском празднике, на берегу Невы
При звуках омерзительного бала
Сорвут платок с прекрасной головы.
Но, если эта жизнь — необходимость бреда
И корабельный лес — высокие дома,—
Я полюбил тебя, безрукая победа
И зачумленная зима.
На площади с броневиками
Я вижу человека — он
Волков горящими пугает головнями:
Свобода, равенство, закон.
Больная, тихая Кассандра,
Я больше не могу — зачем
Сияло солнце Александра,
Сто лет тому назад сияло всем? ",70
70,https://rustih.ru/osip-mandelshtam-kak-svetoteni-muchenik-rembrandt/,Как светотени мученик Рембрандт,"
Как светотени мученик Рембрандт,
Я глубоко ушел в немеющее время,
И резкость моего горящего ребра
Не охраняется ни сторожами теми,
Ни этим воином, что под грозою спят.
Простишь ли ты меня, великолепный брат
И мастер и отец черно-зеленой теми,-
Но око соколиного пера
И жаркие ларцы у полночи в гареме
Смущают не к добру, смущают без добра
Мехами сумрака взволнованное племя. ",71
71,https://rustih.ru/osip-mandelshtam-kak-koni-medlenno-stupayut/,Как кони медленно ступают,"
Как кони медленно ступают,
Как мало в фонарях огня!
Чужие люди, верно, знают,
Куда везут они меня.
А я вверяюсь их заботе.
Мне холодно, я спать хочу;
Подбросило на повороте,
Навстречу звездному лучу.
Горячей головы качанье,
И нежный лед руки чужой,
И темных елей очертанья,
Еще невиданные мной. ",72
72,https://rustih.ru/osip-mandelshtam-axmatova/,Ахматова,"
В пол-оборота, о печаль,
На равнодушных поглядела.
Спадая с плеч, окаменела
Ложноклассическая шаль.
Зловещий голос — горький хмель —
Души расковывает недра:
Так — негодующая Федра —
Стояла некогда Рашель. ",73
73,https://rustih.ru/osip-mandelshtam-iz-omuta-zlogo-i-vyazkogo/,Из омута злого и вязкого,"
Из омута злого и вязкого
Я вырос, тростинкой шурша,
И страстно, и томно, и ласково
Запретною жизнью дыша.
И никну, никем не замеченный,
В холодный и топкий приют,
Приветственным шелестом встреченный
Короткиx осенниx минут.
Я счастлив жестокой обидою,
И в жизни поxожей на сон,
Я каждому тайно завидую
И в каждого тайно влюблен. ",74
74,https://rustih.ru/osip-mandelshtam-iz-polutemnoj-zaly-vdrug/,"Из полутемной залы, вдруг","
Из полутёмной залы, вдруг,
Ты выскользнула в лёгкой шали —
Мы никому не помешали,
Мы не будили спящих слуг… ",75
75,https://rustih.ru/osip-mandelshtam-impressionizm/,Импрессионизм,"
Художник нам изобразил
Глубокий обморок сирени
И красок звучные ступени
На холст как струпья положил. 
Он понял масла густоту, —
Его запекшееся лето
Лиловым мозгом разогрето,
Расширенное в духоту. 
А тень-то, тень все лиловей,
Свисток иль хлыст как спичка тухнет.
Ты скажешь: повара на кухне
Готовят жирных голубей. 
Угадывается качель,
Недомалеваны вуали,
И в этом сумрачном развале
Уже хозяйничает шмель. ",76
76,https://rustih.ru/osip-mandelshtam-zolotistogo-meda-struya/,Золотистого меда струя,"
Золотистого меда струя из бутылки текла
Так тягуче и долго, что молвить хозяйка успела:
Здесь, в печальной Тавриде, куда нас судьба занесла,
Мы совсем не скучаем,— и через плечо поглядела.
Всюду Бахуса службы, как будто на свете одни
Сторожа и собаки,— идешь, никого не заметишь.
Как тяжелые бочки, спокойные катятся дни:
Далеко в шалаше голоса — не поймешь, не ответишь.
После чаю мы вышли в огромный коричневый сад,
Как ресницы, на окнах опущены темные шторы.
Мимо белых колонн мы пошли посмотреть виноград,
Где воздушным стеклом обливаются сонные горы.
Я сказал: виноград, как старинная битва, живет,
Где курчавые всадники бьются в кудрявом порядке:
В каменистой Тавриде наука Эллады — и вот
Золотых десятин благородные, ржавые грядки.
Ну а в комнате белой, как прялка, стоит тишина.
Пахнет уксусом, краской и свежим вином из подвала,
Помнишь, в греческом доме: любимая всеми жена,—
Не Елена — другая — как долго она вышивала?
Золотое руно, где же ты, золотое руно?
Всю дорогу шумели морские тяжелые волны.
И, покинув корабль, натрудивший в морях полотно,
Одиссей возвратился, пространством и временем полный. ",77
77,https://rustih.ru/osip-mandelshtam-zmej/,Змей,"
Осенний сумрак — ржавое железо
Скрипит, поёт и разьедает плоть…
Что весь соблазн и все богатства Креза
Пред лезвием твоей тоски, господь!
Я как змеей танцующей измучен
И перед ней, тоскуя, трепещу,
Я не хочу души своей излучин,
И разума, и музы не хочу.
Достаточно лукавых отрицаний
Распутывать извилистый клубок;
Нет стройных слов для жалоб и признаний,
И кубок мой тяжел и неглубок.
К чему дышать? На жестких камнях пляшет
Больной удав, свиваясь и клубясь,
Качается, и тело опояшет,
И падает, внезапно утомясь.
И бесполезно, накануне казни,
Видением и пеньем потрясён,
Я слушаю, как узник, без боязни
Железа визг и ветра тёмный стон! ",78
78,https://rustih.ru/osip-mandelshtam-zvuk-ostorozhnyj-i-gluxoj/,Звук осторожный и глухой,"
Звук осторожный и глухой
Плода, сорвавшегося с древа,
Среди немолчного напева
Глубокой тишины лесной… ",79
79,https://rustih.ru/osip-mandelshtam-zverinec/,Зверинец,"
Отверженное слово «мир»
В начале оскорбленной эры;
Светильник в глубине пещеры
И воздух горных стран — эфир;
Эфир, которым не сумели,
Не захотели мы дышать.
Козлиным голосом опять,
Поют косматые свирели.
Пока ягнята и волы
На тучных пастбищах водились
И дружелюбные садились
На плечи сонных скал орлы, —
Германец выкормил орла,
И лев британцу покорился,
И галльский гребень появился
Из петушиного хохла.
А ныне завладел дикарь
Священной палицей Геракла,
И черная земля иссякла,
Неблагодарная, как встарь.
Я палочку возьму сухую,
Огонь добуду из нее,
Пускай уходит в ночь глухую
Мной всполошенное зверье!
Петух и лев, широкохмурый
Орел и ласковый медведь —
Мы для войны построим клеть,
Звериные пригреем шкуры.
А я пою вино времен —
Источник речи италийской —
И в колыбели праарийской
Славянский и германский лен!
Италия, тебе не лень
Тревожить Рима колесницы,
С кудахтаньем домашней птицы
Перелетев через плетень?
И ты, соседка, не взыщи:
Орел топорщится и злится.
Что, если для твоей пращи
Тяжелый камень не годится?
В зверинце заперев зверей,
Мы успокоимся надолго,
И станет полноводней Волга,
И рейнская струя светлей,—
И умудренный человек
Почтит невольно чужестранца,
Как полубога, буйством танца
На берегах великих рек. ",80
80,https://rustih.ru/osip-mandelshtam-zabludilsya-ya-v-nebe/,Заблудился я в небе,"
Заблудился я в небе — что делать?
Тот, кому оно близко,- ответь!
Легче было вам, Дантовых девять
Атлетических дисков, звенеть.
Не разнять меня с жизнью: ей снится
Убивать и сейчас же ласкать,
Чтобы в уши, в глаза и в глазницы
Флорентийская била тоска.
Не кладите же мне, не кладите
Остроласковый лавр на виски,
Лучше сердце мое разорвите
Вы на синего звона куски…
И когда я усну, отслуживши,
Всех живущих прижизненный друг,
Он раздастся и глубже и выше —
Отклик неба — в остывшую грудь. ",81
81,https://rustih.ru/osip-mandelshtam-za-to-chto-ya-ruki-tvoi-ne-sumel-uderzhat/,"За то, что я руки твои не сумел удержать","
За то, что я руки твои не сумел удержать,
За то, что я предал соленые нежные губы,
Я должен рассвета в дремучем Акрополе ждать.
Как я ненавижу пахучие, древние срубы!
Ахейские мужи во тьме снаряжают коня,
Зубчатыми пилами в стены вгрызаются крепко,
Никак не уляжется крови сухая возня,
И нет для тебя ни названья, ни звука, ни слепка.
Как мог я подумать, что ты возвратишься, как смел?
Зачем преждевременно я от тебя оторвался?
Еще не рассеялся мрак и петух не пропел,
Еще в древесину горячий топор не врезался.
Прозрачной слезой на стенах проступила смола,
И чувствует город свои деревянные ребра,
Но хлынула к лестницам кровь и на приступ пошла,
И трижды приснился мужам соблазнительный образ.
Где милая Троя? Где царский, где девичий дом?
Он будет разрушен, высокий Приамов скворешник.
И падают стрелы сухим деревянным дождем,
И стрелы другие растут на земле, как орешник.
Последней звезды безболезненно гаснет укол,
И серою ласточкой утро в окно постучится,
И медленный день, как в соломе проснувшийся вол,
На стогнах, шершавых от долгого сна, шевелится. ",82
82,https://rustih.ru/osip-mandelshtam-aktyor-i-rabochij/,Актёр и рабочий,"
Здесь, на твёрдой площадке яхт-клуба,
Где высокая мачта и спасательный круг,
У южного моря, под сенью Юга
Деревянный пахучий строился сруб!
Это игра воздвигает здесь стены!
Разве работать — не значит играть?
По свежим доскам широкой сцены
Какая радость впервые шагать!
Актер — корабельщик на палубе мира!
И дом актера стоит на волнах!
Никогда, никогда не боялась лира
Тяжелого молота в братских руках!
Что сказал художник, сказал и работник:
«Воистину, правда у нас одна!»
Единым духом жив и плотник,
И поэт, вкусивший святого вина!
А вам спасибо! И дни, и ночи
Мы строим вместе — и наш дом готов!
Под маской суровости скрывает рабочий
Высокую нежность грядущих веков!
Весёлые стружки пахнут морем,
Корабль оснащен — в добрый путь!
Плывите же вместе к грядущим зорям,
Актёр и рабочий, вам нельзя отдохнуть! ",83
83,https://rustih.ru/osip-mandelshtam-za-paganini-dlinnopalym/,За Паганини длиннопалым,"
За Паганини длиннопалым
Бегут цыганскою гурьбой —
Кто с чохом чех, кто с польским балом,
А кто с венгерской чемчурой.
Девчонка, выскочка, гордячка,
Чей звук широк, как Енисей,-
Утешь меня игрой своей:
На голове твоей, полячка,
Марины Мнишек холм кудрей,
Смычок твой мнителен, скрипачка.
Утешь меня Шопеном чалым,
Серьезным Брамсом, нет, постой:
Парижем мощно-одичалым,
Мучным и потным карнавалом
Иль брагой Вены молодой —
Вертлявой, в дирижерских фрачках.
В дунайских фейерверках, скачках
И вальс из гроба в колыбель
Переливающей, как хмель.
Играй же на разрыв аорты
С кошачьей головой во рту,
Три чорта было — ты четвертый,
Последний чудный чорт в цвету. ",84
84,https://rustih.ru/osip-mandelshtam-zhil-aleksandr-gercovich/,Жил Александр Герцович,"
Жил Александр Герцевич,
Еврейский музыкант, —
Он Шуберта наверчивал,
Как чистый бриллиант.
И всласть, с утра до вечера,
Заученную вхруст,
Одну сонату вечную
Играл он наизусть…
Что, Александр Герцевич,
На улице темно?
Брось, Александр Сердцевич, —
Чего там? Все равно!
Пускай там итальяночка,
Покуда снег хрустит,
На узеньких на саночках
За Шубертом летит:
Нам с музыкой-голубою
Не страшно умереть,
Там хоть вороньей шубою
На вешалке висеть…
Все, Александр Герцевич,
Заверчено давно.
Брось, Александр Скерцевич.
Чего там! Все равно! ",85
85,https://rustih.ru/osip-mandelshtam-zhizn-upala-kak-zarnica/,"Жизнь упала, как зарница","
Жизнь упала, как зарница,
Как в стакан воды — ресница.
Изолгавшись на корню,
Никого я не виню.
Хочешь яблока ночного,
Сбитню свежего, крутого,
Хочешь, валенки сниму,
Как пушинку подниму.
Ангел в светлой паутине
В золотой стоит овчине,
Свет фонарного луча —
До высокого плеча.
Разве кошка, встрепенувшись,
Черным зайцем обернувшись,
Вдруг простегивает путь,
Исчезая где-нибудь.
Как дрожала губ малина,
Как поила чаем сына,
Говорила наугад,
Ни к чему и невпопад. ",86
86,https://rustih.ru/osip-mandelshtam-eshhyo-ne-umer-ty/,Ещё не умер ты,"
Еще не умер ты, еще ты не один,
Покуда с нищенкой-подругой
Ты наслаждаешься величием равнин
И мглой, и холодом, и вьюгой.
В роскошной бедности, в могучей нищете
Живи спокоен и утешен.
Благословенны дни и ночи те,
И сладкогласный труд безгрешен.
Несчастлив тот, кого, как тень его,
Пугает лай и ветер косит,
И беден тот, кто сам полуживой
У тени милостыню просит. ",87
87,https://rustih.ru/osip-mandelshtam-est-celomudrennye-chary/,Есть целомудренные чары,"
Есть целомудренные чары —
Высокий лад, глубокий мир,
Далеко от эфирных лир
Мной установленные лары.
У тщательно обмытых ниш
В часы внимательных закатов
Я слушаю моих пенатов
Всегда восторженную тишь.
Какой игрушечный удел,
Какие робкие законы
Приказывает торс точеный
И холод этих хрупких тел!
Иных богов не надо славить:
Они как равные с тобой,
И, осторожною рукой,
Позволено их переставить. ",88
88,https://rustih.ru/osip-mandelshtam-dovolno-kuksitsya/,Довольно кукситься,"
Довольно кукситься! Бумаги в стол засунем!
Я нынче славным бесом обуян,
Как будто в корень голову шампунем
Мне вымыл парикмахер Франсуа.
Держу пари, что я еще не умер,
И, как жокей, ручаюсь головой,
Что я еще могу набедокурить
На рысистой дорожке беговой.
Держу в уме, что нынче тридцать первый
Прекрасный год в черемухах цветет,
Что возмужали дождевые черви
И вся Москва на яликах плывет.
Не волноваться. Нетерпенье — роскошь,
Я постепенно скорость разовью —
Холодным шагом выйдем на дорожку —
Я сохранил дистанцию мою. ",89
89,https://rustih.ru/osip-mandelshtam-dekabrist/,Декабрист,"
Тому свидетельство языческий сенат,-
Сии дела не умирают»
Он раскурил чубук и запахнул халат,
А рядом в шахматы играют.
Честолюбивый сон он променял на сруб
В глухом урочище Сибири,
И вычурный чубук у ядовитых губ,
Сказавших правду в скорбном мире.
Шумели в первый раз германские дубы,
Европа плакала в тенетах,
Квадриги черные вставали на дыбы
На триумфальных поворотах.
Бывало, голубой в стаканах пунш горит,
С широким шумом самовара
Подруга рейнская тихонько говорит,
Вольнолюбивая гитара.
Еще волнуются живые голоса
О сладкой вольности гражданства,
Но жертвы не хотят слепые небеса,
Вернее труд и постоянство.
Все перепуталось, и некому сказать,
Что, постепенно холодея,
Все перепуталось, и сладко повторять:
Россия, Лета, Лорелея. ",90
90,https://rustih.ru/osip-mandelshtam-esli-utro-zimnee-temno/,Если утро зимнее темно,"
Если утро зимнее темно,
То холодное твое окно
Выглядит, как старое панно:
Зеленеет плющ перед окном;
И стоят, под ледяным стеклом,
Тихие деревья под чехлом —
Ото всех ветров защищены,
Ото всяких бед ограждены
И ветвями переплетены.
Полусвет становится лучист.
Перед самой рамой — шелковист
Содрогается последний лист. ",91
